ar,smasvaedi,aldursflokkur,fjoldi,fjoldi_total
2024,1811,45-49 ára,66,1647
2023,1811,0-4 ára,66,1647
2024,1811,65-69 ára,36,1647
2023,1811,30-34 ára,46,1647
2024,1811,75-79 ára,16,1642
2024,1811,75-79 ára,10,1647
2023,1811,40-44 ára,69,1642
2024,1811,50-54 ára,56,1642
2023,1811,15-19 ára,55,1642
2023,1811,50-54 ára,46,1642
2024,1811,40-44 ára,70,1642
2024,1811,65-69 ára,41,1642
2024,1811,90 ára og eldri,2,1642
2023,1811,15-19 ára,59,1647
2023,1811,45-49 ára,66,1647
2023,1811,70-74 ára,20,1642
2023,1811,55-59 ára,48,1642
2024,1811,55-59 ára,44,1642
2024,1811,70-74 ára,27,1647
2023,1811,25-29 ára,39,1647
2023,1811,65-69 ára,36,1647
2023,1811,10-14 ára,74,1642
2023,1811,35-39 ára,56,1647
2023,1811,60-64 ára,51,1642
2024,1811,80-84 ára,11,1647
2024,1811,45-49 ára,60,1642
2024,1811,30-34 ára,48,1642
2024,1901,90 ára og eldri,8,2618
2024,1901,5-9 ára,68,2763
2023,1901,25-29 ára,145,2618
2023,1901,65-69 ára,69,2618
2023,1901,70-74 ára,39,2618
2023,1901,45-49 ára,71,2618
2024,1901,15-19 ára,88,2763
2024,1901,35-39 ára,93,2618
2024,1901,0-4 ára,89,2618
2024,1901,85-89 ára,18,2763
2024,1901,80-84 ára,24,2618
2024,1901,55-59 ára,86,2763
2023,1901,35-39 ára,90,2763
2024,1901,20-24 ára,87,2763
2023,1901,60-64 ára,78,2618
2023,1901,15-19 ára,73,2763
2024,1901,40-44 ára,75,2618
2023,1901,10-14 ára,63,2618
2023,1901,45-49 ára,91,2763
2023,1901,50-54 ára,68,2763
2024,1901,85-89 ára,16,2618
2023,1901,85-89 ára,15,2763
2023,1901,10-14 ára,90,2763
2024,1901,0-4 ára,112,2763
2023,1901,35-39 ára,82,2618
2024,1901,20-24 ára,82,2618
2024,1901,45-49 ára,83,2763
2023,1901,20-24 ára,91,2763
2024,1901,65-69 ára,68,2763
2024,1901,75-79 ára,20,2618
2024,1901,50-54 ára,92,2618
2024,1901,80-84 ára,13,2763
2024,1901,30-34 ára,146,2763
2024,1901,40-44 ára,86,2763
2023,1901,25-29 ára,154,2763
2023,1901,0-4 ára,72,2618
2024,1901,55-59 ára,98,2618
2023,1901,60-64 ára,70,2763
2023,1901,80-84 ára,16,2763
2024,1901,75-79 ára,23,2763
2024,1901,10-14 ára,72,2763
2024,1901,15-19 ára,84,2618
2023,1901,75-79 ára,22,2618
2024,1901,25-29 ára,151,2763
2023,1901,20-24 ára,83,2618
2023,1901,40-44 ára,80,2618
2023,1901,90 ára og eldri,8,2618
2023,1901,75-79 ára,16,2763
2024,1901,60-64 ára,77,2763
2024,1901,60-64 ára,81,2618
2024,1901,90 ára og eldri,3,2763
2023,1901,40-44 ára,85,2763
2024,1901,30-34 ára,109,2618
2023,1901,5-9 ára,63,2618
2023,1901,5-9 ára,57,2763
2024,1901,10-14 ára,65,2618
2024,1901,45-49 ára,71,2618
2023,1901,30-34 ára,84,2618
2024,1901,25-29 ára,147,2618
2023,1901,70-74 ára,49,2763
2024,1901,5-9 ára,57,2618
2024,1901,35-39 ára,101,2763
2023,1901,80-84 ára,22,2618
2023,1901,30-34 ára,125,2763
2023,1901,0-4 ára,99,2763
2023,1901,65-69 ára,63,2763
2023,1901,15-19 ára,91,2618
2024,1901,70-74 ára,56,2763
2024,1901,70-74 ára,50,2618
2023,1901,55-59 ára,100,2618
2024,1901,65-69 ára,78,2618
2023,1901,55-59 ára,92,2763
2023,1901,50-54 ára,91,2618
2023,1901,90 ára og eldri,3,2763
2023,1901,85-89 ára,16,2618
2024,1901,50-54 ára,78,2763
2023,1902,30-34 ára,33,998
2024,1902,20-24 ára,27,1062
2023,1902,20-24 ára,16,998
2023,1902,85-89 ára,2,1062
2023,1902,90 ára og eldri,3,1062
2023,1902,50-54 ára,27,1062
2024,1902,40-44 ára,36,1062
2024,1902,85-89 ára,3,1062
2024,1902,75-79 ára,7,998
2024,1902,0-4 ára,41,1062
2024,1902,65-69 ára,55,998
2024,1902,30-34 ára,31,998
2024,1902,55-59 ára,34,998
2023,1902,0-4 ára,30,998
2023,1902,50-54 ára,28,998
2023,1902,10-14 ára,24,998
2024,1902,80-84 ára,5,1062
2023,1902,75-79 ára,8,998
2023,1902,20-24 ára,29,1062
2024,1902,75-79 ára,17,1062
2024,1902,70-74 ára,28,1062
2024,1902,30-34 ára,39,1062
2023,1902,80-84 ára,6,1062
2023,1902,65-69 ára,44,1062
2024,1902,20-24 ára,18,998
2023,1902,55-59 ára,41,998
2023,1902,30-34 ára,42,1062
2023,1902,45-49 ára,30,998
2023,1902,5-9 ára,37,998
2023,1902,60-64 ára,50,998
2024,1902,0-4 ára,29,998
2023,1902,70-74 ára,29,1062
2024,1902,35-39 ára,41,998
2024,1902,80-84 ára,7,998
2023,1902,0-4 ára,34,1062
2023,1902,65-69 ára,49,998
2023,1902,80-84 ára,4,998
2023,1902,85-89 ára,4,998
2024,1902,25-29 ára,28,1062
2024,1902,10-14 ára,26,998
2024,1902,50-54 ára,32,1062
2024,1902,15-19 ára,20,1062
2023,1902,15-19 ára,19,998
2024,1902,40-44 ára,35,998
2023,1902,45-49 ára,41,1062
2024,1902,10-14 ára,44,1062
2023,1902,75-79 ára,13,1062
2023,1902,40-44 ára,30,998
2024,1902,25-29 ára,23,998
2023,1902,35-39 ára,45,1062
2024,1902,15-19 ára,18,998
2023,1902,15-19 ára,30,1062
2024,1902,5-9 ára,25,1062
2024,1902,45-49 ára,27,998
2023,1902,25-29 ára,27,998
2023,1902,55-59 ára,27,1062
2024,1902,85-89 ára,3,998
2024,1902,90 ára og eldri,2,1062
2023,1902,35-39 ára,42,998
2023,1902,5-9 ára,25,1062
2024,1902,60-64 ára,46,998
2023,1902,70-74 ára,28,998
2024,1902,55-59 ára,23,1062
2024,1902,5-9 ára,36,998
2024,1902,50-54 ára,29,998
2023,1902,40-44 ára,29,1062
2024,1902,60-64 ára,33,1062
2024,1902,45-49 ára,40,1062
2024,1902,65-69 ára,45,1062
2024,1902,70-74 ára,33,998
2023,1902,60-64 ára,35,1062
2023,1902,25-29 ára,27,1062
2023,1902,10-14 ára,39,1062
2024,1902,35-39 ára,47,1062
2024,1903,35-39 ára,25,907
2024,1903,60-64 ára,25,1068
2023,1903,50-54 ára,15,907
2024,1903,85-89 ára,22,907
2023,1903,30-34 ára,22,907
2023,1903,10-14 ára,21,1068
2024,1903,5-9 ára,17,907
2024,1903,90 ára og eldri,16,907
2023,1903,5-9 ára,19,907
2023,1903,85-89 ára,27,907
2023,1903,50-54 ára,15,1068
2023,1903,55-59 ára,21,1068
2023,1903,60-64 ára,32,1068
2023,1903,35-39 ára,20,1068
2023,1903,85-89 ára,31,1068
2024,1903,15-19 ára,26,907
2024,1903,60-64 ára,24,907
2023,1903,55-59 ára,21,907
2023,1903,70-74 ára,45,907
2024,1903,5-9 ára,27,1068
2023,1903,40-44 ára,9,1068
2023,1903,75-79 ára,63,1068
2024,1903,65-69 ára,44,907
2024,1903,85-89 ára,33,1068
2024,1903,70-74 ára,58,1068
2024,1903,75-79 ára,64,1068
2024,1903,50-54 ára,18,1068
2024,1903,10-14 ára,23,1068
2024,1903,0-4 ára,15,1068
2024,1903,75-79 ára,43,907
2023,1903,65-69 ára,57,1068
2023,1903,5-9 ára,24,1068
2023,1903,60-64 ára,27,907
2023,1903,35-39 ára,20,907
2023,1903,0-4 ára,14,1068
2024,1903,80-84 ára,45,1068
2024,1903,20-24 ára,16,907
2023,1903,75-79 ára,36,907
2024,1903,70-74 ára,41,907
2024,1903,35-39 ára,24,1068
2024,1903,30-34 ára,23,907
2023,1903,40-44 ára,20,907
2024,1903,45-49 ára,25,1068
2023,1903,65-69 ára,43,907
2024,1903,25-29 ára,13,1068
2024,1903,0-4 ára,16,907
2023,1903,80-84 ára,34,1068
2024,1903,50-54 ára,15,907
2023,1903,25-29 ára,25,907
2023,1903,45-49 ára,23,1068
2024,1903,55-59 ára,20,1068
2024,1903,90 ára og eldri,27,1068
2023,1903,0-4 ára,9,907
2023,1903,30-34 ára,20,1068
2024,1903,55-59 ára,22,907
2023,1903,80-84 ára,23,907
2023,1903,45-49 ára,15,907
2024,1903,65-69 ára,54,1068
2023,1903,25-29 ára,14,1068
2024,1903,40-44 ára,23,907
2023,1903,20-24 ára,17,907
2024,1903,10-14 ára,23,907
2023,1903,20-24 ára,24,1068
2023,1903,70-74 ára,59,1068
2024,1903,25-29 ára,21,907
2024,1903,80-84 ára,26,907
2024,1903,20-24 ára,25,1068
2023,1903,90 ára og eldri,27,1068
2024,1903,15-19 ára,16,1068
2024,1903,45-49 ára,19,907
2024,1903,30-34 ára,19,1068
2023,1903,15-19 ára,17,1068
2023,1903,15-19 ára,22,907
2023,1903,10-14 ára,22,907
2023,1903,90 ára og eldri,17,907
2024,1903,40-44 ára,12,1068
2023,1904,65-69 ára,42,1627
2024,1904,70-74 ára,22,1700
2023,1904,45-49 ára,42,1627
2024,1904,75-79 ára,16,1627
2023,1904,35-39 ára,75,1700
2023,1904,25-29 ára,61,1627
2024,1904,50-54 ára,50,1627
2024,1904,5-9 ára,55,1627
2024,1904,30-34 ára,68,1700
2023,1904,90 ára og eldri,7,1627
2023,1904,50-54 ára,46,1627
2024,1904,45-49 ára,46,1627
2024,1904,10-14 ára,65,1700
2024,1904,85-89 ára,9,1627
2023,1904,30-34 ára,64,1627
2023,1904,85-89 ára,3,1700
2024,1904,80-84 ára,7,1627
2024,1904,35-39 ára,83,1700
2024,1904,30-34 ára,68,1627
2024,1904,65-69 ára,39,1700
2024,1904,60-64 ára,49,1627
2023,1904,85-89 ára,10,1627
2023,1904,30-34 ára,63,1700
2024,1904,15-19 ára,48,1627
2024,1904,50-54 ára,40,1700
2023,1904,10-14 ára,58,1700
2023,1904,70-74 ára,22,1700
2023,1904,40-44 ára,67,1627
2023,1904,60-64 ára,42,1700
2023,1904,40-44 ára,74,1700
2024,1904,15-19 ára,49,1700
2023,1904,15-19 ára,47,1700
2024,1904,80-84 ára,8,1700
2024,1904,55-59 ára,54,1627
2023,1904,20-24 ára,36,1700
2024,1904,75-79 ára,17,1700
2023,1904,45-49 ára,52,1700
2024,1904,55-59 ára,47,1700
2023,1904,60-64 ára,37,1627
2024,1904,20-24 ára,38,1700
2024,1904,0-4 ára,50,1627
2023,1904,10-14 ára,56,1627
2024,1904,60-64 ára,44,1700
2024,1904,65-69 ára,37,1627
2023,1904,0-4 ára,67,1700
2024,1904,40-44 ára,67,1627
2024,1904,5-9 ára,66,1700
2024,1904,45-49 ára,55,1700
2024,1904,10-14 ára,58,1627
2023,1904,15-19 ára,39,1627
2023,1904,20-24 ára,50,1627
2023,1904,70-74 ára,27,1627
2024,1904,40-44 ára,81,1700
2023,1904,75-79 ára,17,1700
2023,1904,5-9 ára,58,1700
2024,1904,25-29 ára,79,1700
2024,1904,90 ára og eldri,4,1700
2024,1904,35-39 ára,65,1627
2023,1904,80-84 ára,9,1627
2023,1904,65-69 ára,41,1700
2023,1904,80-84 ára,9,1700
2023,1904,35-39 ára,65,1627
2023,1904,5-9 ára,58,1627
2024,1904,0-4 ára,65,1700
2024,1904,20-24 ára,57,1627
2023,1904,90 ára og eldri,4,1700
2023,1904,75-79 ára,15,1627
2023,1904,0-4 ára,44,1627
2023,1904,50-54 ára,41,1700
2023,1904,55-59 ára,51,1700
2024,1904,90 ára og eldri,8,1627
2024,1904,25-29 ára,54,1627
2024,1904,85-89 ára,2,1700
2023,1904,25-29 ára,68,1700
2024,1904,70-74 ára,27,1627
2023,1904,55-59 ára,63,1627
2024,2001,10-14 ára,60,1696
2023,2001,90 ára og eldri,10,1917
2023,2001,65-69 ára,59,1696
2024,2001,10-14 ára,70,1917
2024,2001,85-89 ára,8,1917
2023,2001,0-4 ára,61,1917
2024,2001,65-69 ára,55,1917
2024,2001,70-74 ára,34,1696
2023,2001,10-14 ára,73,1917
2023,2001,45-49 ára,73,1917
2024,2001,20-24 ára,53,1696
2024,2001,65-69 ára,50,1696
2024,2001,50-54 ára,56,1917
2023,2001,65-69 ára,65,1917
2023,2001,30-34 ára,75,1917
2024,2001,30-34 ára,62,1696
2024,2001,50-54 ára,53,1696
2023,2001,90 ára og eldri,12,1696
2024,2001,30-34 ára,64,1917
2024,2001,0-4 ára,40,1696
2023,2001,50-54 ára,47,1696
2023,2001,70-74 ára,25,1696
2024,2001,40-44 ára,76,1917
2023,2001,30-34 ára,56,1696
2024,2001,70-74 ára,48,1917
2024,2001,55-59 ára,48,1696
2023,2001,0-4 ára,38,1696
2023,2001,80-84 ára,18,1696
2024,2001,85-89 ára,14,1696
2023,2001,80-84 ára,15,1917
2023,2001,50-54 ára,59,1917
2024,2001,15-19 ára,52,1696
2024,2001,35-39 ára,49,1696
2024,2001,25-29 ára,74,1917
2023,2001,20-24 ára,67,1917
2024,2001,5-9 ára,50,1917
2023,2001,10-14 ára,62,1696
2023,2001,55-59 ára,38,1917
2023,2001,75-79 ára,25,1696
2024,2001,55-59 ára,52,1917
2023,2001,85-89 ára,13,1696
2024,2001,45-49 ára,67,1917
2024,2001,90 ára og eldri,10,1917
2024,2001,90 ára og eldri,10,1696
2023,2001,85-89 ára,8,1917
2023,2001,75-79 ára,19,1917
2024,2001,60-64 ára,43,1917
2023,2001,40-44 ára,61,1696
2023,2001,35-39 ára,56,1696
2023,2001,5-9 ára,57,1917
2023,2001,60-64 ára,54,1696
2023,2001,25-29 ára,64,1917
2024,2001,80-84 ára,18,1696
2023,2001,5-9 ára,49,1696
2023,2001,70-74 ára,44,1917
2024,2001,0-4 ára,59,1917
2024,2001,75-79 ára,20,1917
2023,2001,20-24 ára,52,1696
2023,2001,40-44 ára,73,1917
2024,2001,45-49 ára,61,1696
2024,2001,40-44 ára,63,1696
2023,2001,45-49 ára,59,1696
2024,2001,5-9 ára,39,1696
2023,2001,15-19 ára,49,1917
2024,2001,80-84 ára,11,1917
2024,2001,25-29 ára,48,1696
2023,2001,15-19 ára,50,1696
2023,2001,55-59 ára,58,1696
2024,2001,60-64 ára,60,1696
2024,2001,35-39 ára,70,1917
2023,2001,60-64 ára,46,1917
2024,2001,15-19 ára,59,1917
2023,2001,25-29 ára,60,1696
2024,2001,75-79 ára,28,1696
2024,2001,20-24 ára,63,1917
2023,2001,35-39 ára,66,1917
2023,2002,15-19 ára,24,1431
2024,2002,25-29 ára,79,1431
2024,2002,30-34 ára,101,1431
2024,2002,70-74 ára,14,930
2023,2002,80-84 ára,8,1431
2023,2002,20-24 ára,42,1431
2024,2002,35-39 ára,33,930
2024,2002,20-24 ára,48,1431
2024,2002,0-4 ára,21,930
2023,2002,55-59 ára,23,930
2023,2002,35-39 ára,42,930
2023,2002,90 ára og eldri,15,930
2023,2002,15-19 ára,20,930
2023,2002,70-74 ára,16,1431
2023,2002,50-54 ára,58,1431
2023,2002,30-34 ára,75,1431
2023,2002,65-69 ára,24,1431
2023,2002,5-9 ára,19,1431
2024,2002,85-89 ára,7,1431
2024,2002,75-79 ára,12,1431
2024,2002,0-4 ára,16,1431
2023,2002,75-79 ára,13,1431
2023,2002,65-69 ára,17,930
2024,2002,80-84 ára,15,930
2024,2002,25-29 ára,52,930
2023,2002,0-4 ára,27,930
2024,2002,90 ára og eldri,3,1431
2024,2002,70-74 ára,16,1431
2023,2002,40-44 ára,28,930
2024,2002,10-14 ára,22,1431
2023,2002,90 ára og eldri,4,1431
2024,2002,65-69 ára,24,1431
2023,2002,55-59 ára,45,1431
2024,2002,45-49 ára,19,930
2023,2002,25-29 ára,42,930
2024,2002,55-59 ára,49,1431
2023,2002,50-54 ára,34,930
2024,2002,45-49 ára,53,1431
2024,2002,60-64 ára,21,930
2023,2002,10-14 ára,23,930
2023,2002,45-49 ára,15,930
2024,2002,90 ára og eldri,13,930
2023,2002,5-9 ára,15,930
2023,2002,45-49 ára,52,1431
2024,2002,80-84 ára,9,1431
2024,2002,75-79 ára,14,930
2023,2002,25-29 ára,82,1431
2023,2002,85-89 ára,14,930
2023,2002,35-39 ára,63,1431
2024,2002,85-89 ára,17,930
2024,2002,30-34 ára,44,930
2024,2002,55-59 ára,26,930
2023,2002,80-84 ára,20,930
2024,2002,5-9 ára,21,1431
2024,2002,35-39 ára,79,1431
2024,2002,5-9 ára,19,930
2023,2002,60-64 ára,19,930
2023,2002,75-79 ára,11,930
2023,2002,0-4 ára,23,1431
2024,2002,20-24 ára,27,930
2023,2002,20-24 ára,32,930
2024,2002,60-64 ára,48,1431
2024,2002,65-69 ára,18,930
2023,2002,10-14 ára,18,1431
2023,2002,85-89 ára,4,1431
2024,2002,10-14 ára,24,930
2024,2002,50-54 ára,34,930
2023,2002,30-34 ára,46,930
2023,2002,40-44 ára,61,1431
2023,2002,60-64 ára,42,1431
2024,2002,40-44 ára,40,930
2024,2002,15-19 ára,22,930
2024,2002,15-19 ára,17,1431
2024,2002,50-54 ára,73,1431
2023,2002,70-74 ára,14,930
2024,2002,40-44 ára,81,1431
2024,2003,75-79 ára,78,1831
2024,2003,90 ára og eldri,8,1831
2024,2003,35-39 ára,57,1831
2023,2003,60-64 ára,61,1831
2024,2003,90 ára og eldri,4,1930
2024,2003,10-14 ára,35,1930
2023,2003,0-4 ára,37,1930
2023,2003,30-34 ára,62,1831
2024,2003,80-84 ára,26,1930
2024,2003,0-4 ára,33,1831
2023,2003,55-59 ára,60,1831
2023,2003,80-84 ára,25,1930
2023,2003,80-84 ára,30,1831
2023,2003,45-49 ára,55,1831
2024,2003,65-69 ára,73,1930
2023,2003,10-14 ára,28,1831
2024,2003,85-89 ára,13,1930
2023,2003,25-29 ára,73,1930
2023,2003,25-29 ára,64,1831
2023,2003,90 ára og eldri,3,1930
2024,2003,30-34 ára,69,1930
2023,2003,20-24 ára,50,1831
2024,2003,70-74 ára,77,1831
2024,2003,15-19 ára,38,1930
2024,2003,65-69 ára,100,1831
2024,2003,15-19 ára,35,1831
2023,2003,85-89 ára,12,1930
2023,2003,15-19 ára,39,1930
2023,2003,5-9 ára,42,1930
2023,2003,15-19 ára,38,1831
2024,2003,85-89 ára,10,1831
2024,2003,45-49 ára,44,1831
2024,2003,25-29 ára,75,1930
2024,2003,25-29 ára,68,1831
2024,2003,50-54 ára,49,1831
2023,2003,45-49 ára,74,1930
2024,2003,60-64 ára,55,1831
2024,2003,45-49 ára,71,1930
2023,2003,0-4 ára,35,1831
2023,2003,5-9 ára,29,1831
2024,2003,20-24 ára,59,1930
2024,2003,40-44 ára,62,1930
2024,2003,40-44 ára,46,1831
2023,2003,75-79 ára,66,1831
2023,2003,50-54 ára,42,1831
2023,2003,10-14 ára,35,1930
2024,2003,5-9 ára,37,1930
2023,2003,55-59 ára,51,1930
2023,2003,85-89 ára,10,1831
2023,2003,40-44 ára,72,1930
2023,2003,70-74 ára,81,1831
2023,2003,90 ára og eldri,5,1831
2023,2003,35-39 ára,72,1930
2023,2003,40-44 ára,46,1831
2023,2003,75-79 ára,54,1930
2023,2003,20-24 ára,48,1930
2023,2003,60-64 ára,61,1930
2023,2003,35-39 ára,48,1831
2024,2003,20-24 ára,52,1831
2023,2003,65-69 ára,76,1930
2024,2003,5-9 ára,27,1831
2023,2003,65-69 ára,104,1831
2024,2003,0-4 ára,43,1930
2024,2003,50-54 ára,47,1930
2023,2003,50-54 ára,36,1930
2024,2003,75-79 ára,69,1930
2024,2003,80-84 ára,31,1831
2024,2003,30-34 ára,61,1831
2024,2003,60-64 ára,54,1930
2023,2003,30-34 ára,76,1930
2024,2003,55-59 ára,56,1831
2024,2003,70-74 ára,74,1930
2024,2003,10-14 ára,30,1831
2024,2003,35-39 ára,63,1930
2023,2003,70-74 ára,84,1930
2024,2003,55-59 ára,48,1930
2023,2004,85-89 ára,6,2249
2023,2004,15-19 ára,67,2092
2023,2004,70-74 ára,50,2092
2023,2004,5-9 ára,70,2249
2024,2004,50-54 ára,80,2092
2023,2004,80-84 ára,13,2249
2024,2004,65-69 ára,54,2092
2024,2004,0-4 ára,54,2249
2023,2004,70-74 ára,42,2249
2024,2004,80-84 ára,15,2092
2024,2004,15-19 ára,103,2249
2023,2004,30-34 ára,71,2092
2023,2004,45-49 ára,65,2249
2024,2004,60-64 ára,82,2249
2024,2004,70-74 ára,49,2092
2024,2004,60-64 ára,82,2092
2023,2004,40-44 ára,75,2092
2023,2004,25-29 ára,64,2249
2023,2004,10-14 ára,64,2092
2024,2004,25-29 ára,64,2249
2024,2004,85-89 ára,6,2249
2024,2004,25-29 ára,61,2092
2023,2004,55-59 ára,105,2092
2023,2004,0-4 ára,49,2092
2023,2004,40-44 ára,93,2249
2023,2004,80-84 ára,12,2092
2023,2004,50-54 ára,68,2249
2023,2004,90 ára og eldri,3,2249
2023,2004,20-24 ára,72,2092
2023,2004,5-9 ára,62,2092
2024,2004,10-14 ára,84,2249
2024,2004,75-79 ára,28,2092
2024,2004,0-4 ára,49,2092
2024,2004,5-9 ára,71,2249
2023,2004,35-39 ára,52,2092
2023,2004,20-24 ára,73,2249
2024,2004,15-19 ára,71,2092
2024,2004,65-69 ára,57,2249
2024,2004,20-24 ára,69,2092
2024,2004,40-44 ára,75,2092
2023,2004,65-69 ára,55,2092
2023,2004,10-14 ára,80,2249
2024,2004,85-89 ára,6,2092
2024,2004,55-59 ára,94,2092
2024,2004,90 ára og eldri,1,2249
2024,2004,80-84 ára,14,2249
2023,2004,90 ára og eldri,2,2092
2024,2004,75-79 ára,24,2249
2024,2004,20-24 ára,81,2249
2024,2004,35-39 ára,60,2249
2023,2004,50-54 ára,78,2092
2023,2004,85-89 ára,9,2092
2024,2004,45-49 ára,65,2092
2023,2004,15-19 ára,103,2249
2023,2004,35-39 ára,50,2249
2023,2004,65-69 ára,57,2249
2024,2004,30-34 ára,65,2092
2024,2004,40-44 ára,89,2249
2023,2004,30-34 ára,66,2249
2024,2004,35-39 ára,61,2092
2024,2004,90 ára og eldri,3,2092
2023,2004,75-79 ára,22,2092
2024,2004,30-34 ára,64,2249
2024,2004,55-59 ára,88,2249
2023,2004,60-64 ára,81,2249
2024,2004,45-49 ára,65,2249
2023,2004,55-59 ára,93,2249
2023,2004,60-64 ára,73,2092
2024,2004,70-74 ára,46,2249
2023,2004,25-29 ára,63,2092
2024,2004,50-54 ára,74,2249
2024,2004,5-9 ára,58,2092
2023,2004,0-4 ára,72,2249
2024,2004,10-14 ára,65,2092
2023,2004,75-79 ára,23,2249
2023,2004,45-49 ára,61,2092
2023,2005,30-34 ára,99,1925
2023,2005,25-29 ára,73,1861
2023,2005,25-29 ára,72,1925
2024,2005,45-49 ára,72,1925
2024,2005,25-29 ára,68,1925
2024,2005,25-29 ára,75,1861
2023,2005,70-74 ára,25,1925
2023,2005,85-89 ára,11,1925
2024,2005,90 ára og eldri,2,1861
2024,2005,90 ára og eldri,4,1925
2023,2005,60-64 ára,39,1925
2023,2005,5-9 ára,63,1861
2023,2005,60-64 ára,35,1861
2023,2005,40-44 ára,69,1861
2023,2005,15-19 ára,63,1925
2024,2005,40-44 ára,81,1861
2023,2005,50-54 ára,51,1925
2024,2005,0-4 ára,67,1861
2024,2005,20-24 ára,65,1925
2024,2005,75-79 ára,23,1925
2023,2005,35-39 ára,73,1925
2023,2005,5-9 ára,70,1925
2024,2005,85-89 ára,5,1861
2024,2005,55-59 ára,68,1861
2023,2005,30-34 ára,71,1861
2023,2005,70-74 ára,30,1861
2023,2005,90 ára og eldri,2,1925
2023,2005,0-4 ára,61,1861
2023,2005,20-24 ára,66,1925
2024,2005,20-24 ára,61,1861
2024,2005,30-34 ára,100,1925
2024,2005,35-39 ára,63,1861
2024,2005,15-19 ára,72,1925
2023,2005,80-84 ára,11,1861
2024,2005,65-69 ára,35,1925
2024,2005,15-19 ára,57,1861
2023,2005,0-4 ára,59,1925
2024,2005,50-54 ára,57,1925
2023,2005,80-84 ára,13,1925
2024,2005,5-9 ára,71,1861
2023,2005,50-54 ára,51,1861
2024,2005,60-64 ára,36,1861
2023,2005,35-39 ára,68,1861
2024,2005,75-79 ára,20,1861
2023,2005,75-79 ára,22,1861
2023,2005,75-79 ára,25,1925
2023,2005,20-24 ára,66,1861
2024,2005,55-59 ára,40,1925
2023,2005,15-19 ára,49,1861
2023,2005,85-89 ára,3,1861
2024,2005,35-39 ára,64,1925
2024,2005,70-74 ára,25,1925
2024,2005,45-49 ára,62,1861
2024,2005,85-89 ára,8,1925
2023,2005,45-49 ára,62,1861
2023,2005,40-44 ára,73,1925
2023,2005,45-49 ára,79,1925
2024,2005,80-84 ára,12,1861
